rownames,gender,ethnicity,score,fcollege,mcollege,home,urban,unemp,wage,distance,tuition,education,income,region,unemp_wage_interaction,distance_category_Medium,distance_category_Far,parents_college_father,parents_college_mother,parents_college_none
49,male,hispanic,42.23,no,no,yes,no,7.199999809265137,7.039999961853027,0.1000000014901161,0.902999997138977,12,low,other,50.68799838256837,False,False,False,False,True
50,female,other,62.0,no,no,yes,no,7.199999809265137,7.039999961853027,0.1000000014901161,0.902999997138977,16,low,other,50.68799838256837,False,False,False,False,True
51,male,hispanic,49.65,no,no,no,no,7.199999809265137,7.039999961853027,0.1000000014901161,0.902999997138977,15,low,other,50.68799838256837,False,False,False,False,True
52,female,other,44.96,no,no,yes,no,7.199999809265137,7.039999961853027,0.1000000014901161,0.902999997138977,12,low,other,50.68799838256837,False,False,False,False,True
53,female,other,37.31,no,no,yes,no,7.199999809265137,7.039999961853027,0.1000000014901161,0.902999997138977,12,low,other,50.68799838256837,False,False,False,False,True
54,male,other,39.87,no,no,yes,no,7.199999809265137,7.039999961853027,0.1000000014901161,0.902999997138977,12,low,other,50.68799838256837,False,False,False,False,True
55,female,other,56.44,no,no,yes,no,5.400000095367432,8.850000381469727,0.1000000014901161,0.8498799800872803,16,low,other,47.79000290393833,False,False,False,False,True
56,male,afam,42.65,no,no,yes,no,5.400000095367432,8.850000381469727,0.1000000014901161,0.8498799800872803,12,low,other,47.79000290393833,False,False,False,False,True
57,female,other,60.05,yes,yes,yes,no,5.400000095367432,8.850000381469727,0.1000000014901161,0.8498799800872803,15,high,other,47.79000290393833,False,False,False,False,False
58,female,other,38.32,no,no,no,no,5.400000095367432,8.850000381469727,0.1000000014901161,0.8498799800872803,12,low,other,47.79000290393833,False,False,False,False,True
59,female,other,65.87,yes,no,yes,no,5.400000095367432,8.850000381469727,0.1000000014901161,0.8498799800872803,15,high,other,47.79000290393833,False,False,True,False,False
60,male,other,44.65,no,no,yes,no,5.400000095367432,8.850000381469727,0.1000000014901161,0.8498799800872803,13,low,other,47.79000290393833,False,False,False,False,True
61,male,other,57.74,no,no,yes,no,5.5,8.09000015258789,1.5,0.8891500234603882,16,high,other,44.4950008392334,True,False,False,False,True
62,male,other,60.38,yes,no,yes,no,5.5,8.09000015258789,1.5,0.8891500234603882,12,high,other,44.4950008392334,True,False,True,False,False
63,male,other,62.77,no,no,no,no,5.5,8.09000015258789,1.5,0.8891500234603882,12,high,other,44.4950008392334,True,False,False,False,True
64,male,other,59.73,no,no,yes,no,5.5,8.09000015258789,1.5,0.8891500234603882,16,low,other,44.4950008392334,True,False,False,False,True
65,female,other,57.06,yes,no,yes,no,5.5,8.09000015258789,1.5,0.8891500234603882,16,high,other,44.4950008392334,True,False,True,False,False
66,female,other,58.02,no,no,yes,no,5.5,8.09000015258789,1.5,0.8891500234603882,15,low,other,44.4950008392334,True,False,False,False,True
67,female,other,54.74,no,no,yes,no,5.5,8.09000015258789,1.5,0.8891500234603882,12,low,other,44.4950008392334,True,False,False,False,True
68,female,other,46.28,no,no,yes,no,6.900000095367432,7.039999961853027,2.0,0.902999997138977,14,low,other,48.576000408172604,True,False,False,False,True
69,female,other,60.4,no,no,yes,no,6.900000095367432,7.039999961853027,2.0,0.902999997138977,12,low,other,48.576000408172604,True,False,False,False,True
70,male,other,53.21,no,no,yes,no,6.900000095367432,7.039999961853027,2.0,0.902999997138977,18,high,other,48.576000408172604,True,False,False,False,True
71,female,other,60.93,no,no,yes,no,6.5,8.09000015258789,1.5,0.8891500234603882,14,low,other,52.58500099182129,True,False,False,False,True
72,female,other,48.44,no,no,yes,no,6.5,8.09000015258789,1.5,0.8891500234603882,15,low,other,52.58500099182129,True,False,False,False,True
73,female,other,45.31,no,no,yes,no,7.699999809265137,7.039999961853027,2.0,0.902999997138977,12,low,other,54.20799836349488,True,False,False,False,True
74,male,other,60.22,yes,no,yes,no,7.699999809265137,7.039999961853027,2.0,0.902999997138977,12,high,other,54.20799836349488,True,False,True,False,False
75,male,other,56.42,no,no,yes,no,7.699999809265137,7.039999961853027,2.0,0.902999997138977,16,low,other,54.20799836349488,True,False,False,False,True
76,female,other,62.27,no,yes,yes,no,7.699999809265137,7.039999961853027,2.0,0.902999997138977,17,high,other,54.20799836349488,True,False,False,True,False
77,male,other,51.84,yes,yes,no,no,4.400000095367432,8.09000015258789,0.5,0.8891500234603882,18,high,other,35.596001442909255,False,False,False,False,False
78,female,other,57.55,no,no,yes,no,4.400000095367432,8.09000015258789,0.5,0.8891500234603882,16,high,other,35.596001442909255,False,False,False,False,True
79,female,other,57.62,yes,no,yes,no,4.400000095367432,8.09000015258789,0.5,0.8891500234603882,12,high,other,35.596001442909255,False,False,True,False,False
80,male,other,57.5,no,yes,yes,no,4.400000095367432,8.09000015258789,0.5,0.8891500234603882,12,high,other,35.596001442909255,False,False,False,True,False
81,male,other,65.31,yes,no,yes,no,7.5,8.09000015258789,0.5,0.8891500234603882,16,low,other,60.67500114440918,False,False,True,False,False
82,male,other,50.62,yes,no,yes,no,7.5,8.09000015258789,0.5,0.8891500234603882,14,high,other,60.67500114440918,False,False,True,False,False
83,male,other,51.23,no,no,yes,no,7.5,8.09000015258789,0.5,0.8891500234603882,15,low,other,60.67500114440918,False,False,False,False,True
84,female,other,53.55,no,no,no,no,7.5,8.09000015258789,0.5,0.8891500234603882,14,low,other,60.67500114440918,False,False,False,False,True
85,female,other,48.52,no,no,yes,no,7.5,8.09000015258789,0.5,0.8891500234603882,12,low,other,60.67500114440918,False,False,False,False,True
86,female,other,43.41,no,no,yes,no,7.5,8.09000015258789,0.5,0.8891500234603882,14,low,other,60.67500114440918,False,False,False,False,True
87,female,other,57.5,no,no,yes,no,7.5,8.09000015258789,0.5,0.8891500234603882,14,low,other,60.67500114440918,False,False,False,False,True
88,female,other,51.32,no,no,yes,no,5.900000095367432,7.090000152587891,1.2000000476837158,1.385680079460144,15,low,other,41.83100157642366,True,False,False,False,True
89,female,other,36.37,no,no,no,no,5.900000095367432,7.090000152587891,1.2000000476837158,1.385680079460144,12,low,other,41.83100157642366,True,False,False,False,True
90,female,other,43.8,no,no,yes,no,5.900000095367432,7.090000152587891,1.2000000476837158,1.385680079460144,12,low,other,41.83100157642366,True,False,False,False,True
91,female,other,45.14,no,no,yes,no,5.900000095367432,7.090000152587891,1.2000000476837158,1.385680079460144,12,high,other,41.83100157642366,True,False,False,False,True
92,female,other,63.26,no,no,yes,no,5.900000095367432,7.090000152587891,1.2000000476837158,1.385680079460144,16,low,other,41.83100157642366,True,False,False,False,True
93,female,other,51.32,yes,yes,yes,no,5.900000095367432,7.090000152587891,1.2000000476837158,1.385680079460144,17,low,other,41.83100157642366,True,False,False,False,False
94,male,other,44.23,no,no,yes,no,5.900000095367432,7.090000152587891,1.2000000476837158,1.385680079460144,12,low,other,41.83100157642366,True,False,False,False,True
95,female,other,42.93,no,no,yes,no,5.300000190734863,8.09000015258789,0.1000000014901161,0.8891500234603882,12,high,other,42.87700235176089,False,False,False,False,True
96,female,other,47.6,no,no,yes,no,5.300000190734863,8.09000015258789,0.1000000014901161,0.8891500234603882,12,low,other,42.87700235176089,False,False,False,False,True
97,male,other,56.47,yes,no,yes,no,5.300000190734863,8.09000015258789,0.1000000014901161,0.8891500234603882,13,high,other,42.87700235176089,False,False,True,False,False
98,male,other,64.69,no,no,yes,no,5.300000190734863,8.09000015258789,0.1000000014901161,0.8891500234603882,16,low,other,42.87700235176089,False,False,False,False,True
99,female,other,62.35,yes,yes,yes,no,5.300000190734863,8.09000015258789,0.1000000014901161,0.8891500234603882,16,low,other,42.87700235176089,False,False,False,False,False
100,female,other,48.96,no,no,yes,no,6.099999904632568,7.690000057220459,2.5,1.1120100021362305,12,low,other,46.908999615669245,True,False,False,False,True
101,female,other,40.28,no,no,yes,no,6.099999904632568,7.690000057220459,2.5,1.1120100021362305,12,high,other,46.908999615669245,True,False,False,False,True
102,male,other,44.66,no,no,yes,no,6.099999904632568,7.690000057220459,2.5,1.1120100021362305,12,low,other,46.908999615669245,True,False,False,False,True
103,male,other,65.46,no,no,no,no,6.099999904632568,7.690000057220459,2.5,1.1120100021362305,12,low,other,46.908999615669245,True,False,False,False,True
104,female,other,37.81,no,no,yes,no,6.099999904632568,7.690000057220459,2.5,1.1120100021362305,12,low,other,46.908999615669245,True,False,False,False,True
105,male,other,66.95,yes,yes,yes,no,6.099999904632568,7.690000057220459,2.5,1.1120100021362305,16,high,other,46.908999615669245,True,False,False,False,False
106,female,other,55.64,no,no,yes,no,6.099999904632568,7.690000057220459,2.5,1.1120100021362305,16,high,other,46.908999615669245,True,False,False,False,True
107,female,other,51.28,no,yes,yes,no,6.5,8.09000015258789,3.5,0.8891500234603882,16,low,other,52.58500099182129,True,False,False,True,False
108,female,other,52.78,no,no,yes,no,6.5,8.09000015258789,3.5,0.8891500234603882,14,low,other,52.58500099182129,True,False,False,False,True
109,female,other,64.6,no,no,yes,no,6.5,8.09000015258789,3.5,0.8891500234603882,16,low,other,52.58500099182129,True,False,False,False,True
110,female,other,61.73,yes,no,yes,no,6.5,8.09000015258789,3.5,0.8891500234603882,16,low,other,52.58500099182129,True,False,True,False,False
111,male,afam,50.81,no,yes,yes,no,5.400000095367432,8.09000015258789,1.899999976158142,0.8891500234603882,16,low,other,43.686001595497146,True,False,False,True,False
112,male,other,44.46,yes,yes,yes,no,5.400000095367432,8.09000015258789,1.899999976158142,0.8891500234603882,12,high,other,43.686001595497146,True,False,False,False,False
113,female,other,41.58,no,no,yes,no,13.5,7.690000057220459,5.0,1.1120100021362305,12,low,other,103.8150007724762,True,False,False,False,True
114,female,other,40.7,no,no,no,no,13.5,7.690000057220459,5.0,1.1120100021362305,12,low,other,103.8150007724762,True,False,False,False,True
115,female,other,39.63,no,no,yes,no,13.5,7.690000057220459,5.0,1.1120100021362305,12,low,other,103.8150007724762,True,False,False,False,True
116,female,other,54.17,no,no,yes,no,13.5,7.690000057220459,5.0,1.1120100021362305,12,low,other,103.8150007724762,True,False,False,False,True
117,male,hispanic,38.95,no,no,yes,no,13.5,7.690000057220459,5.0,1.1120100021362305,13,high,other,103.8150007724762,True,False,False,False,True
118,female,other,62.84,no,no,yes,no,13.5,7.690000057220459,5.0,1.1120100021362305,15,low,other,103.8150007724762,True,False,False,False,True
119,male,other,64.48,no,no,no,no,8.699999809265137,8.850000381469727,1.5,0.8498799800872803,16,low,other,76.99500163078301,True,False,False,False,True
120,female,other,47.09,no,no,yes,no,8.699999809265137,8.850000381469727,1.5,0.8498799800872803,12,high,other,76.99500163078301,True,False,False,False,True
121,female,other,50.95,no,no,yes,no,8.699999809265137,8.850000381469727,1.5,0.8498799800872803,12,low,other,76.99500163078301,True,False,False,False,True
122,male,other,44.46,no,no,yes,no,8.699999809265137,8.850000381469727,1.5,0.8498799800872803,12,high,other,76.99500163078301,True,False,False,False,True
123,female,other,58.89,no,yes,no,no,8.699999809265137,8.850000381469727,1.5,0.8498799800872803,12,high,other,76.99500163078301,True,False,False,True,False
124,female,afam,54.36,no,no,yes,no,8.699999809265137,8.850000381469727,1.5,0.8498799800872803,16,low,other,76.99500163078301,True,False,False,False,True
125,female,other,45.29,no,no,yes,no,8.699999809265137,8.850000381469727,1.5,0.8498799800872803,13,low,other,76.99500163078301,True,False,False,False,True
126,female,other,54.17,no,no,yes,no,6.5,8.09000015258789,0.800000011920929,0.8891500234603882,15,low,other,52.58500099182129,False,False,False,False,True
127,male,other,52.74,yes,no,yes,no,6.5,8.09000015258789,0.800000011920929,0.8891500234603882,12,high,other,52.58500099182129,False,False,True,False,False
128,male,other,60.94,no,no,yes,no,6.5,8.09000015258789,0.800000011920929,0.8891500234603882,12,low,other,52.58500099182129,False,False,False,False,True
129,male,other,40.18,no,no,yes,no,6.5,8.09000015258789,0.800000011920929,0.8891500234603882,12,high,other,52.58500099182129,False,False,False,False,True
130,female,other,58.09,no,yes,yes,no,6.5,8.09000015258789,0.800000011920929,0.8891500234603882,12,low,other,52.58500099182129,False,False,False,True,False
131,male,other,54.26,no,no,yes,no,6.5,8.09000015258789,0.800000011920929,0.8891500234603882,14,low,other,52.58500099182129,False,False,False,False,True
132,female,other,57.13,yes,no,yes,no,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,16,high,other,59.98200191307069,True,False,True,False,False
133,female,other,64.98,no,no,yes,no,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,12,low,other,59.98200191307069,True,False,False,False,True
134,male,other,65.35,no,no,no,no,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,14,low,other,59.98200191307069,True,False,False,False,True
135,female,other,55.96,no,no,yes,no,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,12,low,other,59.98200191307069,True,False,False,False,True
136,female,other,61.73,no,no,yes,no,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,16,high,other,59.98200191307069,True,False,False,False,True
137,male,other,56.35,no,no,yes,no,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,12,low,other,59.98200191307069,True,False,False,False,True
138,male,other,51.1,no,no,yes,no,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,13,high,other,59.98200191307069,True,False,False,False,True
139,female,other,39.52,no,no,yes,no,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,12,low,other,59.98200191307069,True,False,False,False,True
140,female,other,60.75,yes,yes,yes,no,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,16,low,other,59.98200191307069,True,False,False,False,False
141,male,other,38.19,no,no,yes,no,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,12,low,other,59.98200191307069,True,False,False,False,True
142,female,other,51.02,no,no,yes,no,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,16,low,other,59.98200191307069,True,False,False,False,True
143,male,other,53.65,no,no,yes,no,7.800000190734863,7.690000057220459,1.7999999523162842,1.1120100021362305,16,low,other,59.98200191307069,True,False,False,False,True
144,male,other,56.35,no,no,yes,no,5.400000095367432,8.850000381469727,0.800000011920929,0.8498799800872803,15,high,other,47.79000290393833,False,False,False,False,True
145,female,other,52.95,no,no,yes,no,5.400000095367432,8.850000381469727,0.800000011920929,0.8498799800872803,15,high,other,47.79000290393833,False,False,False,False,True
146,male,other,63.41,no,no,yes,no,5.400000095367432,8.850000381469727,0.800000011920929,0.8498799800872803,13,low,other,47.79000290393833,False,False,False,False,True
147,male,other,66.17,yes,yes,yes,no,5.400000095367432,8.850000381469727,0.800000011920929,0.8498799800872803,16,high,other,47.79000290393833,False,False,False,False,False
148,male,other,45.1,no,no,yes,no,5.400000095367432,8.850000381469727,0.800000011920929,0.8498799800872803,13,high,other,47.79000290393833,False,False,False,False,True
149,male,other,66.95,yes,no,yes,no,5.400000095367432,8.850000381469727,0.800000011920929,0.8498799800872803,16,low,other,47.79000290393833,False,False,True,False,False
150,female,other,62.9,yes,no,yes,no,5.400000095367432,8.850000381469727,0.800000011920929,0.8498799800872803,18,high,other,47.79000290393833,False,False,True,False,False
151,male,other,52.98,yes,yes,yes,no,7.199999809265137,8.850000381469727,0.800000011920929,0.8498799800872803,13,high,other,63.72000105857842,False,False,False,False,False
152,female,other,62.29,no,yes,yes,no,7.199999809265137,8.850000381469727,0.800000011920929,0.8498799800872803,13,low,other,63.72000105857842,False,False,False,True,False
153,male,other,44.31,no,yes,yes,no,7.199999809265137,8.850000381469727,0.800000011920929,0.8498799800872803,12,low,other,63.72000105857842,False,False,False,True,False
154,female,other,64.11,yes,no,yes,no,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,16,low,other,35.596001442909255,True,False,True,False,False
155,male,other,58.62,no,no,yes,no,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,13,high,other,35.596001442909255,True,False,False,False,True
156,female,other,56.92,no,no,yes,no,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,12,low,other,35.596001442909255,True,False,False,False,True
157,female,other,52.67,no,no,yes,no,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,12,low,other,35.596001442909255,True,False,False,False,True
158,male,other,64.83,yes,yes,yes,no,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,15,high,other,35.596001442909255,True,False,False,False,False
159,male,other,49.9,no,no,yes,no,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,12,low,other,35.596001442909255,True,False,False,False,True
160,female,other,62.55,no,no,yes,no,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,17,high,other,35.596001442909255,True,False,False,False,True
161,male,other,66.49,no,no,yes,no,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,17,high,other,35.596001442909255,True,False,False,False,True
162,male,other,62.14,yes,yes,yes,no,4.400000095367432,8.09000015258789,1.5,0.8891500234603882,17,high,other,35.596001442909255,True,False,False,False,False
163,male,other,49.2,no,no,yes,yes,6.5,8.09000015258789,0.2000000029802322,0.8891500234603882,13,low,other,52.58500099182129,False,False,False,False,True
164,female,other,51.47,no,no,yes,yes,6.5,8.09000015258789,0.2000000029802322,0.8891500234603882,14,low,other,52.58500099182129,False,False,False,False,True
165,female,other,62.15,no,no,yes,yes,6.5,8.09000015258789,0.2000000029802322,0.8891500234603882,14,low,other,52.58500099182129,False,False,False,False,True
166,female,afam,43.26,no,no,no,yes,6.5,8.09000015258789,0.2000000029802322,0.8891500234603882,12,low,other,52.58500099182129,False,False,False,False,True
167,female,other,54.54,no,yes,no,yes,6.5,8.09000015258789,0.2000000029802322,0.8891500234603882,12,low,other,52.58500099182129,False,False,False,True,False
168,male,other,58.72,no,no,yes,yes,6.5,8.09000015258789,0.2000000029802322,0.8891500234603882,18,low,other,52.58500099182129,False,False,False,False,True
169,female,other,57.88,yes,yes,yes,no,5.099999904632568,8.850000381469727,0.1000000014901161,0.8498799800872803,13,high,other,45.1350011014938,False,False,False,False,False
170,female,other,68.5,yes,no,no,no,5.099999904632568,8.850000381469727,0.1000000014901161,0.8498799800872803,15,low,other,45.1350011014938,False,False,True,False,False
171,male,other,52.64,no,yes,yes,no,5.099999904632568,8.850000381469727,0.1000000014901161,0.8498799800872803,15,high,other,45.1350011014938,False,False,False,True,False
172,female,other,37.54,no,yes,no,yes,8.199999809265137,7.690000057220459,3.200000047683716,1.1120100021362305,12,low,other,63.057999002456654,True,False,False,True,False
173,male,other,63.59,no,no,no,yes,8.199999809265137,7.690000057220459,3.200000047683716,1.1120100021362305,16,low,other,63.057999002456654,True,False,False,False,True
174,female,other,49.9,no,no,yes,yes,8.199999809265137,7.690000057220459,3.200000047683716,1.1120100021362305,12,low,other,63.057999002456654,True,False,False,False,True
175,male,other,67.18,yes,yes,yes,yes,8.199999809265137,7.690000057220459,3.200000047683716,1.1120100021362305,15,low,other,63.057999002456654,True,False,False,False,False
176,female,other,61.02,no,no,yes,yes,8.199999809265137,7.690000057220459,3.200000047683716,1.1120100021362305,12,low,other,63.057999002456654,True,False,False,False,True
177,female,other,55.89,no,no,yes,no,7.199999809265137,8.850000381469727,0.6000000238418579,0.8498799800872803,16,high,other,63.72000105857842,False,False,False,False,True
178,male,other,59.24,no,no,yes,no,10.399999618530272,7.690000057220459,0.0,1.1120100021362305,15,low,other,79.97599766159054,False,False,False,False,True
179,male,other,62.98,yes,no,yes,no,10.399999618530272,7.690000057220459,0.0,1.1120100021362305,18,high,other,79.97599766159054,False,False,True,False,False
180,male,other,51.08,no,no,yes,no,10.399999618530272,7.690000057220459,0.0,1.1120100021362305,12,low,other,79.97599766159054,False,False,False,False,True
181,female,other,57.12,no,no,yes,no,10.399999618530272,7.690000057220459,0.0,1.1120100021362305,15,high,other,79.97599766159054,False,False,False,False,True
182,female,other,60.41,no,no,yes,no,10.399999618530272,7.690000057220459,0.0,1.1120100021362305,17,low,other,79.97599766159054,False,False,False,False,True
183,female,other,44.28,no,no,yes,no,10.399999618530272,7.690000057220459,0.0,1.1120100021362305,12,low,other,79.97599766159054,False,False,False,False,True
184,male,other,53.05,no,no,no,no,5.5,8.09000015258789,0.699999988079071,0.8891500234603882,13,low,other,44.4950008392334,False,False,False,False,True
185,female,other,48.8,no,no,yes,no,5.5,8.09000015258789,0.699999988079071,0.8891500234603882,12,low,other,44.4950008392334,False,False,False,False,True
186,male,other,53.59,no,no,yes,no,5.5,8.09000015258789,0.699999988079071,0.8891500234603882,15,low,other,44.4950008392334,False,False,False,False,True
